region_grid,province,node,Resource,technology,cluster,R_ID,COAL,GAS,NUCLEAR,HYDRO,ONWIND,OFFWIND,SOLAR,PUMPED,BATTERY,OTHER,Commit,Existing_Cap_MW,num_units,unmodified_existing_cap_mw,Cap_Size,Var_OM_Cost_per_MWh,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Heat_Rate_MMBTU_per_MWh,Fuel,Min_Power,Eff_Up,Eff_Down,Ramp_Up_Percentage,Ramp_Dn_Percentage,status,start_year,retired_year
NortheastChina,Jilin,Jilin,Erdaojiang power station Phase I Unit 1,conventional_steam_coal,1,G100000102671,1,0,0,0,0,0,0,0,0,0,1,100,1,100,100,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,1992,
NortheastChina,Jilin,Jilin,Erdaojiang power station Phase I Unit 2,conventional_steam_coal,1,G100000102672,1,0,0,0,0,0,0,0,0,0,1,100,1,100,100,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2002,
NortheastChina,Jilin,Jilin,Erdaojiang power station Phase II Unit 1,conventional_steam_coal,1,G100000102673,1,0,0,0,0,0,0,0,0,0,1,200,1,200,200,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2007,
NortheastChina,Jilin,Jilin,Erdaojiang power station Phase II Unit 2,conventional_steam_coal,1,G100000102674,1,0,0,0,0,0,0,0,0,0,1,200,1,200,200,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2007,
Neimenggu,Inner Mongolia,NM_EAST,Ewenki power station Phase I Unit 1,supercritical_coal,1,G100000102687,1,0,0,0,0,0,0,0,0,0,1,600,1,600,600,5,30,0,9.4,coal,0.4,0.362978723,0.362978723,0.5,0.5,operating,2012,
Neimenggu,Inner Mongolia,NM_EAST,Ewenki power station Phase I Unit 2,supercritical_coal,1,G100000102688,1,0,0,0,0,0,0,0,0,0,1,600,1,600,600,5,30,0,9.4,coal,0.4,0.362978723,0.362978723,0.5,0.5,operating,2012,
SouthernGrid,Guangxi,Guangxi,Fangchenggang Qisha power station Phase I Unit 1,supercritical_coal,1,G100000102705,1,0,0,0,0,0,0,0,0,0,1,630,1,630,630,5,30,0,9.4,coal,0.4,0.362978723,0.362978723,0.5,0.5,operating,2007,
SouthernGrid,Guangxi,Guangxi,Fangchenggang Qisha power station Phase I Unit 2,supercritical_coal,1,G100000102706,1,0,0,0,0,0,0,0,0,0,1,630,1,630,630,5,30,0,9.4,coal,0.4,0.362978723,0.362978723,0.5,0.5,operating,2008,
SouthernGrid,Guangxi,Guangxi,Fangchenggang Qisha power station Phase II Unit 3,ultra_supercritical_coal,1,G100000102707,1,0,0,0,0,0,0,0,0,0,1,660,1,660,660,5,30,0,8.8,coal,0.4,0.387727273,0.387727273,0.5,0.5,operating,2016,
SouthernGrid,Guangxi,Guangxi,Fangchenggang Qisha power station Phase II Unit 4,ultra_supercritical_coal,1,G100000102708,1,0,0,0,0,0,0,0,0,0,1,660,1,660,660,5,30,0,8.8,coal,0.4,0.387727273,0.387727273,0.5,0.5,operating,2016,
NorthChina,Shanxi,Shanxi,Fangshan power station Unit 1,conventional_steam_coal,1,G100000112778,1,0,0,0,0,0,0,0,0,0,1,50,1,50,50,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2007,
NorthChina,Shanxi,Shanxi,Fangshan power station Unit 2,conventional_steam_coal,1,G100000112779,1,0,0,0,0,0,0,0,0,0,1,50,1,50,50,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2007,
NortheastChina,Jilin,Jilin,Fanjiatun Kaixuan Cogen power station Unit 1,conventional_steam_coal,1,G100000113569,1,0,0,0,0,0,0,0,0,0,1,30,1,30,30,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2018,
NortheastChina,Jilin,Jilin,Fanjiatun Kaixuan Cogen power station Unit 2,conventional_steam_coal,1,G100000113570,1,0,0,0,0,0,0,0,0,0,1,30,1,30,30,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2018,
NorthChina,Shandong,Shandong,Feicheng Shengli Chemical power station Unit 2,conventional_steam_coal,1,G100000115380,1,0,0,0,0,0,0,0,0,0,1,30,1,30,30,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2015,
EastChina,Jiangxi,Jiangxi,Fengcheng power station Phase I Unit 1,conventional_steam_coal,1,G100000102724,1,0,0,0,0,0,0,0,0,0,1,340,1,340,340,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,1996,
EastChina,Jiangxi,Jiangxi,Fengcheng power station Phase I Unit 2,conventional_steam_coal,1,G100000102725,1,0,0,0,0,0,0,0,0,0,1,340,1,340,340,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,1997,
EastChina,Jiangxi,Jiangxi,Fengcheng power station Phase I Unit 3,conventional_steam_coal,1,G100000102726,1,0,0,0,0,0,0,0,0,0,1,340,1,340,340,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,1998,
EastChina,Jiangxi,Jiangxi,Fengcheng power station Phase I Unit 4,conventional_steam_coal,1,G100000102727,1,0,0,0,0,0,0,0,0,0,1,340,1,340,340,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2000,
EastChina,Jiangxi,Jiangxi,Fengcheng power station Phase II Unit 5,supercritical_coal,1,G100000112761,1,0,0,0,0,0,0,0,0,0,1,700,1,700,700,5,30,0,9.4,coal,0.4,0.362978723,0.362978723,0.5,0.5,operating,2007,
EastChina,Jiangxi,Jiangxi,Fengcheng power station Phase II Unit 6,supercritical_coal,1,G100000112762,1,0,0,0,0,0,0,0,0,0,1,700,1,700,700,5,30,0,9.4,coal,0.4,0.362978723,0.362978723,0.5,0.5,operating,2007,
EastChina,Jiangxi,Jiangxi,Fengcheng power station Phase III Unit 7,ultra_supercritical_coal,1,G100000102929,1,0,0,0,0,0,0,0,0,0,1,1000,1,1000,1000,5,30,0,8.8,coal,0.4,0.387727273,0.387727273,0.5,0.5,operating,2022,
EastChina,Jiangxi,Jiangxi,Fengcheng power station Phase III Unit 8,ultra_supercritical_coal,1,G100000102930,1,0,0,0,0,0,0,0,0,0,1,1000,1,1000,1000,5,30,0,8.8,coal,0.4,0.387727273,0.387727273,0.5,0.5,operating,2022,
Changyu,Chongqing,Chongqing,Fengjie power station Unit 1,supercritical_coal,1,G100000104021,1,0,0,0,0,0,0,0,0,0,1,600,1,600,600,5,30,0,9.4,coal,0.4,0.362978723,0.362978723,0.5,0.5,operating,2016,
Changyu,Chongqing,Chongqing,Fengjie power station Unit 2,supercritical_coal,1,G100000104022,1,0,0,0,0,0,0,0,0,0,1,600,1,600,600,5,30,0,9.4,coal,0.4,0.362978723,0.362978723,0.5,0.5,operating,2016,
NorthChina,Hebei,HEBEI_NORTH,Fengrun power station Unit 1,conventional_steam_coal,1,G100000102732,1,0,0,0,0,0,0,0,0,0,1,300,1,300,300,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2008,
NorthChina,Hebei,HEBEI_NORTH,Fengrun power station Unit 2,conventional_steam_coal,1,G100000102733,1,0,0,0,0,0,0,0,0,0,1,300,1,300,300,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2009,
Neimenggu,Inner Mongolia,NM_WEST,Fengzhen power station Unit 3,conventional_steam_coal,1,G100000104334,1,0,0,0,0,0,0,0,0,0,1,200,1,200,200,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,1992,
Neimenggu,Inner Mongolia,NM_WEST,Fengzhen power station Unit 4,conventional_steam_coal,1,G100000104335,1,0,0,0,0,0,0,0,0,0,1,200,1,200,200,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,1993,
Neimenggu,Inner Mongolia,NM_WEST,Fengzhen power station Unit 5,conventional_steam_coal,1,G100000104336,1,0,0,0,0,0,0,0,0,0,1,200,1,200,200,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,1995,
Neimenggu,Inner Mongolia,NM_WEST,Fengzhen power station Unit 6,conventional_steam_coal,1,G100000104337,1,0,0,0,0,0,0,0,0,0,1,200,1,200,200,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,1995,
Neimenggu,Inner Mongolia,NM_WEST,Fengzhen Xinfeng power station Unit 1,conventional_steam_coal,1,G100000102734,1,0,0,0,0,0,0,0,0,0,1,300,1,300,300,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2007,
Neimenggu,Inner Mongolia,NM_WEST,Fengzhen Xinfeng power station Unit 2,conventional_steam_coal,1,G100000102735,1,0,0,0,0,0,0,0,0,0,1,300,1,300,300,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2007,
EastChina,Jiangxi,Jiangxi,Fenyi power station Unit 10,ultra_supercritical_coal,1,G100000102736,1,0,0,0,0,0,0,0,0,0,1,660,1,660,660,5,30,0,8.8,coal,0.4,0.387727273,0.387727273,0.5,0.5,operating,2020,
EastChina,Jiangxi,Jiangxi,Fenyi power station Unit 11,ultra_supercritical_coal,1,G100000102737,1,0,0,0,0,0,0,0,0,0,1,660,1,660,660,5,30,0,8.8,coal,0.4,0.387727273,0.387727273,0.5,0.5,operating,2020,
EastChina,Jiangxi,Jiangxi,Fenyi power station Unit 9,conventional_steam_coal,1,G100000102744,1,0,0,0,0,0,0,0,0,0,1,330,1,330,330,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2009,
EastChina,Zhejiang,Zhejiang,Formosa Ningbo cogen power station Unit 1,conventional_steam_coal,1,G100000107453,1,0,0,0,0,0,0,0,0,0,1,150,1,150,150,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2004,
EastChina,Zhejiang,Zhejiang,Formosa Ningbo cogen power station Unit 2,conventional_steam_coal,1,G100000107454,1,0,0,0,0,0,0,0,0,0,1,150,1,150,150,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2005,
EastChina,Zhejiang,Zhejiang,Formosa Ningbo cogen power station Unit 3,conventional_steam_coal,1,G100000107455,1,0,0,0,0,0,0,0,0,0,1,150,1,150,150,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2006,
NorthwestChina,Shaanxi,Shaanxi,Fu County power station Phase I Unit 1,ultra_supercritical_coal,1,G100000114039,1,0,0,0,0,0,0,0,0,0,1,1000,1,1000,1000,5,30,0,8.8,coal,0.4,0.387727273,0.387727273,0.5,0.5,operating,2023,
NorthwestChina,Shaanxi,Shaanxi,Fu County power station Phase I Unit 2,ultra_supercritical_coal,1,G100000114040,1,0,0,0,0,0,0,0,0,0,1,1000,1,1000,1000,5,30,0,8.8,coal,0.4,0.387727273,0.387727273,0.5,0.5,operating,2023,
EastChina,Fujian,Fujian,Fuding Cogen power station Unit 3,conventional_steam_coal,1,G100000115209,1,0,0,0,0,0,0,0,0,0,1,45,1,45,45,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2024,
NorthwestChina,Shaanxi,Shaanxi,Fugu Aowei Jianeng Coking-Electricity-Chemical power station Unit 1,conventional_steam_coal,1,G100000114056,1,0,0,0,0,0,0,0,0,0,1,50,1,50,50,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2010,
NorthwestChina,Shaanxi,Shaanxi,Fugu Aowei Jianeng Coking-Electricity-Chemical power station Unit 2,conventional_steam_coal,1,G100000114057,1,0,0,0,0,0,0,0,0,0,1,50,1,50,50,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2010,
NorthwestChina,Shaanxi,Shaanxi,Fugu Guojiawan power station Unit 1,conventional_steam_coal,1,G100000109134,1,0,0,0,0,0,0,0,0,0,1,300,1,300,300,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2010,
NorthwestChina,Shaanxi,Shaanxi,Fugu Guojiawan power station Unit 2,conventional_steam_coal,1,G100000109135,1,0,0,0,0,0,0,0,0,0,1,300,1,300,300,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2010,
NorthwestChina,Shaanxi,Shaanxi,Fugu Miaogoumen power station Phase I Unit 1,conventional_steam_coal,1,G100000109136,1,0,0,0,0,0,0,0,0,0,1,600,1,600,600,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2008,
NorthwestChina,Shaanxi,Shaanxi,Fugu Miaogoumen power station Phase I Unit 2,conventional_steam_coal,1,G100000109137,1,0,0,0,0,0,0,0,0,0,1,600,1,600,600,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2008,
NorthwestChina,Shaanxi,Shaanxi,Fugu Miaogoumen power station Phase II Unit 3,ultra_supercritical_coal,1,G100000109138,1,0,0,0,0,0,0,0,0,0,1,660,1,660,660,5,30,0,8.8,coal,0.4,0.387727273,0.387727273,0.5,0.5,operating,2020,
NorthwestChina,Shaanxi,Shaanxi,Fugu Miaogoumen power station Phase II Unit 4,ultra_supercritical_coal,1,G100000109139,1,0,0,0,0,0,0,0,0,0,1,660,1,660,660,5,30,0,8.8,coal,0.4,0.387727273,0.387727273,0.5,0.5,operating,2020,
NorthwestChina,Shaanxi,Shaanxi,Fugu Qingshuichuan power station Phase I Unit 1,conventional_steam_coal,1,G100000102808,1,0,0,0,0,0,0,0,0,0,1,300,1,300,300,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2008,
NorthwestChina,Shaanxi,Shaanxi,Fugu Qingshuichuan power station Phase I Unit 2,conventional_steam_coal,1,G100000102809,1,0,0,0,0,0,0,0,0,0,1,300,1,300,300,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2008,
NorthwestChina,Shaanxi,Shaanxi,Fugu Qingshuichuan power station Phase II Unit 3,ultra_supercritical_coal,1,G100000102810,1,0,0,0,0,0,0,0,0,0,1,1000,1,1000,1000,5,30,0,8.8,coal,0.4,0.387727273,0.387727273,0.5,0.5,operating,2019,
NorthwestChina,Shaanxi,Shaanxi,Fugu Qingshuichuan power station Phase II Unit 4,ultra_supercritical_coal,1,G100000102811,1,0,0,0,0,0,0,0,0,0,1,1000,1,1000,1000,5,30,0,8.8,coal,0.4,0.387727273,0.387727273,0.5,0.5,operating,2019,
NorthwestChina,Shaanxi,Shaanxi,Fugu Qingshuichuan power station Phase III Unit 5,ultra_supercritical_coal,1,G100000102812,1,0,0,0,0,0,0,0,0,0,1,1000,1,1000,1000,5,30,0,8.8,coal,0.4,0.387727273,0.387727273,0.5,0.5,operating,2024,
NorthwestChina,Shaanxi,Shaanxi,Fugu Qingshuichuan power station Phase III Unit 6,ultra_supercritical_coal,1,G100000102813,1,0,0,0,0,0,0,0,0,0,1,1000,1,1000,1000,5,30,0,8.8,coal,0.4,0.387727273,0.387727273,0.5,0.5,operating,2024,
EastChina,Fujian,Fujian,Fujian Hongshan power station Phase I Unit 1,supercritical_coal,1,G100000102814,1,0,0,0,0,0,0,0,0,0,1,600,1,600,600,5,30,0,9.4,coal,0.4,0.362978723,0.362978723,0.5,0.5,operating,2011,
EastChina,Fujian,Fujian,Fujian Hongshan power station Phase I Unit 2,supercritical_coal,1,G100000102815,1,0,0,0,0,0,0,0,0,0,1,600,1,600,600,5,30,0,9.4,coal,0.4,0.362978723,0.362978723,0.5,0.5,operating,2011,
EastChina,Fujian,Fujian,Fujian Hongshan power station Phase II Unit 3,ultra_supercritical_coal,1,G100000102816,1,0,0,0,0,0,0,0,0,0,1,1000,1,1000,1000,5,30,0,8.8,coal,0.4,0.387727273,0.387727273,0.5,0.5,operating,2015,
EastChina,Fujian,Fujian,Fujian Hongshan power station Phase II Unit 4,ultra_supercritical_coal,1,G100000102817,1,0,0,0,0,0,0,0,0,0,1,1000,1,1000,1000,5,30,0,8.8,coal,0.4,0.387727273,0.387727273,0.5,0.5,operating,2015,
EastChina,Fujian,Fujian,Fujian Jinnan Cogen power station Unit 1,conventional_steam_coal,1,G100000113659,1,0,0,0,0,0,0,0,0,0,1,30,1,30,30,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2019,
EastChina,Fujian,Fujian,Fujian Jinnan Cogen power station Unit 2,conventional_steam_coal,1,G100000113660,1,0,0,0,0,0,0,0,0,0,1,30,1,30,30,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2020,
EastChina,Fujian,Fujian,Fujian Putian Shimen'ao Cogen power station Phase II Unit 3,conventional_steam_coal,1,G100000115330,1,0,0,0,0,0,0,0,0,0,1,80,1,80,80,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2023,
EastChina,Fujian,Fujian,Fujian Putian Shimen'ao Cogen power station Phase II Unit 4,conventional_steam_coal,1,G100000115331,1,0,0,0,0,0,0,0,0,0,1,80,1,80,80,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2024,
EastChina,Fujian,Fujian,Fujian Shaowu power station Phase III Unit 3,ultra_supercritical_coal,1,G100000104110,1,0,0,0,0,0,0,0,0,0,1,660,1,660,660,5,30,0,8.8,coal,0.4,0.387727273,0.387727273,0.5,0.5,operating,2018,
EastChina,Fujian,Fujian,Fujian Shaowu power station Phase III Unit 4,ultra_supercritical_coal,1,G100000104111,1,0,0,0,0,0,0,0,0,0,1,660,1,660,660,5,30,0,8.8,coal,0.4,0.387727273,0.387727273,0.5,0.5,operating,2019,
NortheastChina,Heilongjiang,Heilongjiang,Fulaerji-1 power station Phase I Unit 10,supercritical_coal,1,G100000104032,1,0,0,0,0,0,0,0,0,0,1,350,1,350,350,5,30,0,9.4,coal,0.4,0.362978723,0.362978723,0.5,0.5,operating,2016,
NortheastChina,Heilongjiang,Heilongjiang,Fulaerji-2 power station Unit 1,conventional_steam_coal,1,G100000104026,1,0,0,0,0,0,0,0,0,0,1,200,1,200,200,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,1982,
NortheastChina,Heilongjiang,Heilongjiang,Fulaerji-2 power station Unit 2,conventional_steam_coal,1,G100000104027,1,0,0,0,0,0,0,0,0,0,1,200,1,200,200,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,1983,
NortheastChina,Heilongjiang,Heilongjiang,Fulaerji-2 power station Unit 3,conventional_steam_coal,1,G100000104028,1,0,0,0,0,0,0,0,0,0,1,200,1,200,200,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,1984,
NortheastChina,Heilongjiang,Heilongjiang,Fulaerji-2 power station Unit 4,conventional_steam_coal,1,G100000104029,1,0,0,0,0,0,0,0,0,0,1,200,1,200,200,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,1987,
NortheastChina,Heilongjiang,Heilongjiang,Fulaerji-2 power station Unit 5,conventional_steam_coal,1,G100000104030,1,0,0,0,0,0,0,0,0,0,1,200,1,200,200,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,1988,
NortheastChina,Heilongjiang,Heilongjiang,Fulaerji-2 power station Unit 6,conventional_steam_coal,1,G100000104031,1,0,0,0,0,0,0,0,0,0,1,200,1,200,200,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,1989,
NorthwestChina,Shaanxi,Shaanxi,Fuping Cogen power station Unit 1,supercritical_coal,1,G100000102830,1,0,0,0,0,0,0,0,0,0,1,350,1,350,350,5,30,0,9.4,coal,0.4,0.362978723,0.362978723,0.5,0.5,operating,2018,
NorthwestChina,Shaanxi,Shaanxi,Fuping Cogen power station Unit 2,supercritical_coal,1,G100000102831,1,0,0,0,0,0,0,0,0,0,1,350,1,350,350,5,30,0,9.4,coal,0.4,0.362978723,0.362978723,0.5,0.5,operating,2018,
EastChina,Jiangsu,Jiangsu,Fuqiang New Material power station Unit 1,conventional_steam_coal,1,G100000114048,1,0,0,0,0,0,0,0,0,0,1,40,1,40,40,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2021,
EastChina,Jiangsu,Jiangsu,Fuqiang New Material power station Unit 2,conventional_steam_coal,1,G100000114049,1,0,0,0,0,0,0,0,0,0,1,40,1,40,40,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2021,
NortheastChina,Liaoning,Liaoning,Fushun CPI power station Unit 3,conventional_steam_coal,1,G100000102834,1,0,0,0,0,0,0,0,0,0,1,300,1,300,300,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2008,
NortheastChina,Liaoning,Liaoning,Fushun CPI power station Unit 4,conventional_steam_coal,1,G100000102835,1,0,0,0,0,0,0,0,0,0,1,300,1,300,300,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2008,
NortheastChina,Liaoning,Liaoning,Fushun Zhongji power station Unit 1,conventional_steam_coal,1,G100000102836,1,0,0,0,0,0,0,0,0,0,1,300,1,300,300,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2017,
NortheastChina,Liaoning,Liaoning,Fushun Zhongji power station Unit 2,conventional_steam_coal,1,G100000102837,1,0,0,0,0,0,0,0,0,0,1,300,1,300,300,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2017,
Changyu,Sichuan,Sichuan,Fuxi power station Unit 1,supercritical_coal,1,G100000102850,1,0,0,0,0,0,0,0,0,0,1,600,1,600,600,5,30,0,9.4,coal,0.4,0.362978723,0.362978723,0.5,0.5,operating,2011,
Changyu,Sichuan,Sichuan,Fuxi power station Unit 2,supercritical_coal,1,G100000102851,1,0,0,0,0,0,0,0,0,0,1,600,1,600,600,5,30,0,9.4,coal,0.4,0.362978723,0.362978723,0.5,0.5,operating,2012,
NortheastChina,Liaoning,Liaoning,Fuxin Coal gasification power station Phase I Unit 1,conventional_steam_coal,1,G100000102852,1,0,0,0,0,0,0,0,0,0,1,50,1,50,50,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2020,
NortheastChina,Liaoning,Liaoning,Fuxin Coal gasification power station Phase I Unit 2,conventional_steam_coal,1,G100000113958,1,0,0,0,0,0,0,0,0,0,1,50,1,50,50,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2020,
NortheastChina,Liaoning,Liaoning,Fuxin Jinshan power station Unit 1,conventional_steam_coal,1,G100000102853,1,0,0,0,0,0,0,0,0,0,1,150,1,150,150,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2007,
NortheastChina,Liaoning,Liaoning,Fuxin Jinshan power station Unit 2,conventional_steam_coal,1,G100000102854,1,0,0,0,0,0,0,0,0,0,1,150,1,150,150,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2007,
NortheastChina,Liaoning,Liaoning,Fuxin Jinshan power station Unit 3,conventional_steam_coal,1,G100000102855,1,0,0,0,0,0,0,0,0,0,1,150,1,150,150,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2007,
NortheastChina,Liaoning,Liaoning,Fuxin Jinshan power station Unit 4,conventional_steam_coal,1,G100000102856,1,0,0,0,0,0,0,0,0,0,1,150,1,150,150,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2007,
NortheastChina,Liaoning,Liaoning,Fuxin power station Unit 2-4,conventional_steam_coal,1,G100000102859,1,0,0,0,0,0,0,0,0,0,1,200,1,200,200,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,1996,
NortheastChina,Liaoning,Liaoning,Fuxin power station Unit 2-5,conventional_steam_coal,1,G100000102860,1,0,0,0,0,0,0,0,0,0,1,200,1,200,200,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2001,
NortheastChina,Liaoning,Liaoning,Fuxin power station Unit 3-1,conventional_steam_coal,1,G100000102861,1,0,0,0,0,0,0,0,0,0,1,350,1,350,350,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2006,
NortheastChina,Liaoning,Liaoning,Fuxin power station Unit 3-2,conventional_steam_coal,1,G100000102862,1,0,0,0,0,0,0,0,0,0,1,350,1,350,350,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2007,
EastChina,Anhui,Anhui,Fuyang Haoyuan cogen power station Unit 1,conventional_steam_coal,1,G100000114757,1,0,0,0,0,0,0,0,0,0,1,40,1,40,40,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2019,
EastChina,Anhui,Anhui,Fuyang Haoyuan cogen power station Unit 2,conventional_steam_coal,1,G100000114758,1,0,0,0,0,0,0,0,0,0,1,40,1,40,40,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2019,
EastChina,Anhui,Anhui,Fuyang Haoyuan cogen power station Unit 3,conventional_steam_coal,1,G100000114759,1,0,0,0,0,0,0,0,0,0,1,50,1,50,50,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2020,
EastChina,Anhui,Anhui,Fuyang Haoyuan cogen power station Unit 4,conventional_steam_coal,1,G100000114760,1,0,0,0,0,0,0,0,0,0,1,50,1,50,50,5,30,0,10.3,coal,0.4,0.331262136,0.331262136,0.5,0.5,operating,2020,
EastChina,Anhui,Anhui,Fuyang power station Phase I Unit 1,supercritical_coal,1,G100000102865,1,0,0,0,0,0,0,0,0,0,1,640,1,640,640,5,30,0,9.4,coal,0.4,0.362978723,0.362978723,0.5,0.5,operating,2006,
EastChina,Anhui,Anhui,Fuyang power station Phase I Unit 2,supercritical_coal,1,G100000102866,1,0,0,0,0,0,0,0,0,0,1,640,1,640,640,5,30,0,9.4,coal,0.4,0.362978723,0.362978723,0.5,0.5,operating,2006,
EastChina,Anhui,Anhui,Fuyang power station Phase II Unit 3,ultra_supercritical_coal,1,G100000102863,1,0,0,0,0,0,0,0,0,0,1,660,1,660,660,5,30,0,8.8,coal,0.4,0.387727273,0.387727273,0.5,0.5,operating,2022,
EastChina,Anhui,Anhui,Fuyang power station Phase II Unit 4,ultra_supercritical_coal,1,G100000102864,1,0,0,0,0,0,0,0,0,0,1,660,1,660,660,5,30,0,8.8,coal,0.4,0.387727273,0.387727273,0.5,0.5,operating,2023,
EastChina,Fujian,Fujian,Fuzhou Jiangyin power station Phase I Unit 1,supercritical_coal,1,G100000103311,1,0,0,0,0,0,0,0,0,0,1,600,1,600,600,5,30,0,9.4,coal,0.4,0.362978723,0.362978723,0.5,0.5,operating,2007,
EastChina,Fujian,Fujian,Fuzhou Jiangyin power station Phase I Unit 2,supercritical_coal,1,G100000103312,1,0,0,0,0,0,0,0,0,0,1,600,1,600,600,5,30,0,9.4,coal,0.4,0.362978723,0.362978723,0.5,0.5,operating,2007,
EastChina,Fujian,Fujian,Fuzhou Kemen power station Phase I Unit 1,supercritical_coal,1,G100000102867,1,0,0,0,0,0,0,0,0,0,1,600,1,600,600,5,30,0,9.4,coal,0.4,0.362978723,0.362978723,0.5,0.5,operating,2006,
EastChina,Fujian,Fujian,Fuzhou Kemen power station Phase I Unit 2,supercritical_coal,1,G100000102868,1,0,0,0,0,0,0,0,0,0,1,600,1,600,600,5,30,0,9.4,coal,0.4,0.362978723,0.362978723,0.5,0.5,operating,2006,
